"longitude","latitude","Lcurrent","Ccurrent","Ucurrent","L1p5degree","C1p5degree","U1p5degree","L3p0degree","C3p0degree","U3p0degree","L5p0degree","C5p0degree","U5p0degree"
89.502,22.005,0.927259997155221,1.07083221831871,2.2836636820543,1.36878692855829,1.71574329939305,2.83842594952876,1.70256156082697,2.60479737150441,3.55817767947665,2.23434851831498,3.32478953723278,4.3517135111256
89.561,22.005,0.929322806013459,1.0731121813592,2.28049910757439,1.36667249495036,1.75382489350493,2.83570085892998,1.70644330434836,2.60543479919373,3.54928171349379,2.22510424446892,3.31916458231672,4.35916009475517
89.912,21.849,1.37873090111676,1.59330414998111,2.53309019303538,1.83350703629844,2.25087349473871,3.07344336553174,2.17035119549868,2.97914669102304,3.77824630923694,2.72383317032154,3.64535678609898,4.55992355606765
90.498,23.047,1.33965734502065,1.64355359152331,3.57152838608545,1.79696137874421,2.23724097950978,4.09518104344812,2.14872042488034,3.03921892578642,4.77853834715331,2.66476941089124,3.93179726556332,5.57298449242978
90.615,22.839,1.32251790219643,1.60499148468175,3.5051352610232,1.77226715260769,2.21078487811555,4.0466623321656,2.12699636862289,3.04149578604823,4.7025131315646,2.65035388539501,3.92273185408615,5.49547037958931
90.615,22.891,1.33241009664819,1.61195868790143,3.51554974583999,1.78353971251239,2.21666227017271,4.06032302147883,2.13224213696565,3.04761060767009,4.70514433608702,2.67910347895062,3.91368422419278,5.50639270235059
90.615,23.047,1.33907038310646,1.6269958314796,3.57646407477061,1.79745457000825,2.20998696755214,4.10581669020296,2.15081586416293,3.0426090407481,4.77990224587096,2.69038759017664,3.94763883544014,5.56352950146392
90.674,22.734,1.33103774259542,1.64421919621714,3.45437656538905,1.79413220476757,2.24102951322381,4.0007956724625,2.13108280299004,3.06852239052749,4.68033041680058,2.64794219477961,3.9244143633356,5.4283273836093
90.732,22.057,1.64698551344405,1.9440117240696,3.02543844437342,2.10224452191148,2.55077909318333,3.56888299204486,2.44976788237935,3.31105065965312,4.23884903444899,2.96687166378317,4.03588863466072,5.00159286068362
90.732,22.786,1.32475529389756,1.62903503966504,3.46477580279833,1.79133585035764,2.22529042187995,4.00827509847686,2.13745686892011,3.06892018009404,4.6792911740671,2.65395637327121,3.95227038936238,5.4406085342431
