"longitude","latitude","Lcurrent","Ccurrent","Ucurrent","L1p5degree","C1p5degree","U1p5degree","L3p0degree","C3p0degree","U3p0degree","L5p0degree","C5p0degree","U5p0degree"
3.369,6.38,0.497411929884001,0.524701734054754,1.28183092797348,0.913207565425277,1.24314967208649,1.85397173479815,1.22821772024118,1.92109642439909,2.57118571859798,1.75773874078964,2.55032652655485,3.33591597099291
3.428,6.432,0.500361791028401,0.529200560717171,1.2727045381002,0.917246563076688,1.26346676635351,1.84670698564162,1.23493811460471,1.91743354626985,2.5630613073999,1.75285886417005,2.56170110919466,3.33317036924884
3.486,6.615,0.492084945111482,0.520859126226092,1.27335210520775,0.911159862078833,1.24517615059115,1.85023438525652,1.22874413637971,1.91234354072407,2.57467967388376,1.75085545262063,2.54220322162382,3.33357725547339
3.662,6.432,0.480669870523694,0.507896853494592,1.27657404001009,0.900683437615851,1.251085699941,1.85653419103268,1.21523500360398,1.90572242135802,2.56439020349125,1.73185159398998,2.54181783031255,3.32270107728741
3.662,6.484,0.495782749554571,0.525816497988112,1.27170602257222,0.915453210865497,1.26318002026313,1.85366063943408,1.2295896810608,1.91456092701425,2.55484804192526,1.75593333430153,2.54650519725589,3.31957751300148
3.691,6.615,0.496625192961479,0.527925570051536,1.27199794644415,0.916887940885759,1.23246652155895,1.85131364384028,1.23089276169763,1.91202061568073,2.55816544530367,1.75168439684925,2.53849670789977,3.30479480741809
3.809,6.615,0.498589452973311,0.529753773070069,1.27023694414903,0.915179556016592,1.2625782906906,1.85071418580405,1.23599757653532,1.9103953089566,2.55443249560958,1.77970826004092,2.53905124192546,3.31087272327686
4.014,6.432,0.483125825293805,0.512293202918658,1.27893253051834,0.902531721021153,1.25231192858342,1.85817906628465,1.21417041494838,1.90645517685701,2.56526062255885,1.73286126731383,2.53112626195182,3.32117131093017
4.365,6.38,0.484479145629366,0.514506824484893,1.28462240377588,0.901331087455665,1.24600996294149,1.86074040072197,1.21813147139393,1.91437926214788,2.57827587356438,1.72707690084795,2.54295693393994,3.31760722011572
4.424,6.328,0.486194431130608,0.512939764649902,1.2481088167813,0.897132270062158,1.24933124845053,1.82141610277364,1.2234147043221,1.90299750396094,2.53268887005868,1.74795679861291,2.52674950463875,3.29058448073291
4.482,6.328,0.489613187725722,0.518378743598657,1.25802816799529,0.910299289345618,1.24853319539955,1.83418998733168,1.21916289707208,1.90291616161005,2.54913439353688,1.73935118967728,2.53423486304627,3.30786818819405
4.775,6.068,0.490837848226064,0.521385275910773,1.27707343269265,0.911272898159233,1.2535547979118,1.86101673271274,1.23820887737957,1.9169296218661,2.57331760002145,1.75449105315052,2.5502842191314,3.33077078495352
5.186,5.443,0.480615102352014,0.510945420151519,1.32319815665104,0.898133910630707,1.24189928482985,1.90337007338332,1.21644813129606,1.9397136664182,2.61179961284418,1.74207456227973,2.57610759960447,3.37753242268858
5.596,4.635,0.470440740559374,0.503464575635426,1.26475712995363,0.895547886723402,1.25207625549561,1.8514147641348,1.20058943765463,1.90922607697677,2.5724865188043,1.73700596882469,2.55264974883817,3.33316288118272
6.709,4.323,0.474560543814791,0.502083391761851,1.32197599070314,0.892981899583445,1.24080785376768,1.90122747354044,1.20698709742742,1.92995420245305,2.63677643332478,1.73262368501814,2.57545049287702,3.41166575253614
6.738,4.339,0.478397760028178,0.505657521863686,1.32277379358491,0.899089552871375,1.2426050417975,1.91047987746905,1.21814345434652,1.94235162498565,2.62410208467844,1.74187154818584,2.5866167730514,3.41333320527679
7.119,4.349,0.479053922160196,0.507988386747621,1.342160219295,0.897230504637651,1.25054584472482,1.91859231588886,1.20712451605785,1.94827263240938,2.63282122042654,1.72317034765918,2.57712276822053,3.39976477891322
7.178,4.349,0.474625716210829,0.502636962201027,1.35287600757691,0.893795362581347,1.22477006647852,1.93149034808272,1.21108792339666,1.95398525694082,2.64758088349099,1.72568153361486,2.58064253451981,3.40069928395624
7.236,4.349,0.469255485542837,0.496939256850962,1.35201342484336,0.884237883136987,1.20091122068728,1.92691045121229,1.20320948697319,1.95673040412548,2.64430170207684,1.72545211394323,2.58752249153448,3.42966942345569
7.295,4.349,0.468726983552252,0.496492699430999,1.3553604244171,0.886536669435832,1.21830488998432,1.93885662012404,1.1957807450082,1.95438519595748,2.63752634149005,1.73398649336857,2.57763431962312,3.4120063450783
7.412,4.427,0.473359292758197,0.499828863993408,1.35626003062889,0.891604597579733,1.22638758498936,1.9375717287974,1.2106645911798,1.95272205603233,2.6481212482503,1.73365328838185,2.58954257617646,3.41847006275648
7.529,4.453,0.475253833256214,0.503033442955851,1.39063504485556,0.891286527538686,1.22972781242366,1.97426188776185,1.2142854978503,1.98244921956357,2.69772778118003,1.73341121600756,2.61073291123423,3.44926360319408
7.939,4.505,0.483878505994347,0.513183510430236,1.38412054287162,0.903301159610365,1.23910862478099,1.96342768777406,1.20469345370247,1.97289930048532,2.67824476847812,1.73472280726296,2.6187922683998,3.44430177941058
8.35,4.609,0.517767774238507,0.552136521137806,1.53736345955995,0.938720419899228,1.28062004146971,2.11086767564336,1.2666053023436,2.09033990191585,2.81393918782919,1.75516611625339,2.71685604359616,3.56780247903016
8.408,4.609,0.524630745091747,0.561058868173232,1.52877471323135,0.945580780252552,1.28330106935393,2.10459955620786,1.26909219929193,2.07033391874716,2.81395516021551,1.77802122799637,2.70660653922669,3.58443121867995
