"longitude","latitude","Lcurrent","Ccurrent","Ucurrent","L1p5degree","C1p5degree","U1p5degree","L3p0degree","C3p0degree","U3p0degree","L5p0degree","C5p0degree","U5p0degree"
105.615,9.193,0.677955255140775,0.756390680433214,2.44418744994739,1.13187543662297,1.48463454144108,3.03971167037831,1.46869182030709,2.41775863505923,3.78521617796199,2.03189522972135,3.40316389625032,4.6238901679008
105.85,9.193,0.639529662786263,0.713791448253768,2.29284827644706,1.0949111691982,1.47122870056624,2.88422041218909,1.43479083983952,2.36514993594047,3.63203098162454,1.96962128918992,3.29446203642879,4.48641215039726
106.201,9.505,0.77592168980008,0.851454912530484,2.11846684453579,1.22690169486459,1.60183135612186,2.71570529929362,1.557366916769,2.49560185015203,3.48130114172797,2.13020629800337,3.25807684265908,4.31322784653336
106.201,9.557,0.766440456411859,0.843968609110357,2.12760795570015,1.22659487097274,1.60556700399281,2.72571133678941,1.56359557460693,2.51228299825564,3.48069380975121,2.10132186554675,3.25233250443983,4.31370439158169
106.436,9.974,0.795815499308263,0.887146002610351,1.95425872030264,1.25302736125057,1.63213748213535,2.56073623242329,1.5973847884054,2.48958289378202,3.30124624278104,2.15193292954969,3.17933547897317,4.15820431002241
106.436,10.026,0.78959135160355,0.879476552878931,1.98415299206477,1.24808030477146,1.61291735598131,2.58047151797866,1.59033905699601,2.49557724137427,3.32789314755054,2.14073896208272,3.17994950938731,4.16210410527679
106.494,9.974,0.783246424173149,0.870095814111451,1.93666112957481,1.24149113306012,1.61350237867391,2.537414694049,1.59245806697408,2.46641706557969,3.28996160451783,2.16009152546659,3.1602963799296,4.12890984248041
106.553,9.557,0.756832245663317,0.83608554321067,2.07947006260264,1.20866923849826,1.59778905079058,2.67946882687595,1.54373147928517,2.49811503654969,3.44039863615515,2.09746534787511,3.21537243002325,4.26180508919258
106.611,9.974,0.761728795945939,0.84732376420946,1.89511261208403,1.21939992011674,1.60467789374195,2.49986244997387,1.54843317180284,2.44126747756939,3.26056651562451,2.10103561891518,3.14365917369782,4.08421879727359
106.729,10.182,0.765786889360989,0.858883106798316,1.8234704083874,1.22341404169276,1.59320639012032,2.4326463193511,1.56239463076066,2.41674217125471,3.19993782684548,2.12430532345979,3.11529391243653,4.02407259336904
106.729,10.286,0.752627662155089,0.850978870879176,1.83251296632661,1.21370783684086,1.59227677746362,2.4445786253496,1.55261395669969,2.42150193096488,3.21667602845265,2.10674780166081,3.1127136169633,4.0489800221168
106.787,10.339,0.741233307026565,0.841499542329143,1.83229756288537,1.19800014942375,1.55426861797748,2.44544086818983,1.55263874823371,2.4094090823815,3.20248088972121,2.10189495425184,3.09855640575426,4.05017457068153
106.963,10.495,0.694606082792413,0.780716306349386,1.76120619132261,1.14936663233016,1.52238433811433,2.37062656812968,1.48767065451694,2.36848626595146,3.11923314247986,2.0408125571629,3.03144755762901,3.96898918705082
107.021,10.495,0.687056861902531,0.771562175621179,1.76097441988901,1.14286842395723,1.53518394906943,2.37291046184681,1.47438697295682,2.33268738180044,3.1442299311522,2.03902158264552,3.04946702726067,3.96674900651011
107.08,10.339,0.699003123076433,0.786262616117152,1.7901564241439,1.15247966242497,1.53901949120793,2.39992204833065,1.4923830135221,2.3793885396074,3.17345180600411,2.03619060434197,3.04278792320989,4.01420022664175
107.08,10.443,0.67949489039268,0.768368546955999,1.7514595687152,1.13667901171038,1.52301651329349,2.3584660666829,1.47062266626954,2.34223120334876,3.12373405207525,2.02813422904372,3.03494971619622,3.97458246469478
107.197,10.391,0.680586164835582,0.76690757599657,1.7980814201495,1.13788738493899,1.52198865642148,2.40157459868991,1.47721084720843,2.36314385643664,3.16662711904025,2.02467482164841,3.03932075587162,4.01044134890824
107.314,10.391,0.677162544633346,0.759569730979457,1.69586366134562,1.13387565746004,1.4874372749443,2.30273977839073,1.47441947177295,2.30034506863779,3.07747912763537,2.03418843195433,2.98414231353552,3.89209673011492
107.49,10.495,0.65086723924371,0.737630070409953,1.5173321611794,1.10541241809907,1.45694012935523,2.12679660772471,1.44364627746315,2.1913625897699,2.89338394977367,2.01206739842455,2.87111985191468,3.76266002344733
107.783,10.651,0.618379973526679,0.693566516044681,1.38761891324707,1.07523224154779,1.43307351928671,2.00362602914162,1.41155472677871,2.10727851104298,2.75812714239353,1.97829460887827,2.79008776731257,3.61882511046897
108.018,10.755,0.776619172253463,0.857280594071825,1.26588280695268,1.23246407920845,1.57577149121276,1.87689777159183,1.58286573739773,2.11719853495092,2.66163228060763,2.12518612699285,2.80293258864633,3.52961345210711
108.193,10.911,0.75042909951288,0.82268674895164,1.3006328323393,1.19976345515617,1.56578245930117,1.90938480831864,1.54848005226306,2.11718001273285,2.68294581169275,2.10670717927451,2.79119152353967,3.56711937253968
