"longitude","latitude","Lcurrent","Ccurrent","Ucurrent","L1p5degree","C1p5degree","U1p5degree","L3p0degree","C3p0degree","U3p0degree","L5p0degree","C5p0degree","U5p0degree"
-92.959,29.661,1.11054160039503,1.41602555876171,1.63421520675118,1.55869216998743,1.88503129585896,2.14946741572499,1.90151996132666,2.36449703708114,2.8274651939385,2.41674101069572,2.95680005278628,3.5400267132155
-92.08,29.766,0.985323009923482,1.40556343119545,2.33367215493108,1.42989804652026,1.9344043306179,2.84479526323181,1.79697829844798,2.61693696210141,3.46302237830794,2.32110519563911,3.24365890875251,4.14909515444131
-89.912,29.297,0.638233229689578,0.861139506617804,1.61223783005448,1.06117401741426,1.48046441151919,2.11709310615353,1.37975634455593,2.08448902261359,2.75830994815804,1.89910741108807,2.68218623515142,3.4508570368909
-89.619,29.245,0.625217302007066,0.831641392591154,1.41618457846272,1.05286380671254,1.45073505330435,1.92936048842233,1.374329895988,1.98370110293298,2.58350505004806,1.88034359439253,2.57925744384232,3.27859615847335
-89.561,29.453,0.97147589108573,1.75012066194356,2.94234760179453,1.42493454879351,2.25996049613009,3.43374063324542,1.82062362168114,2.82921465270924,4.01381637786959,2.34671182305347,3.48697095361839,4.67231756117877
-89.092,30.182,0.782505199020267,1.15037330221657,1.77825266492018,1.23651486909622,1.71454848695853,2.27485102834836,1.5748303040416,2.25013153837484,2.91574714449018,2.07878652772281,2.84661598583437,3.61555156768512
-89.033,30.234,0.802100137353329,1.14192975215224,1.78130708410929,1.24289114686819,1.68580671153549,2.28373915911747,1.59351627871054,2.2477887559815,2.92058489909266,2.1145644937884,2.85201802256394,3.60881543761769
-88.975,30.234,0.783494598429688,1.09215351761784,1.68287366996328,1.22415589570574,1.65022310363946,2.19780897687938,1.56389139240305,2.19366916670679,2.82436706743554,2.06947967847637,2.7911699651407,3.52316790027965
-88.857,30.234,0.781550421302948,1.08304626526614,1.60443575780363,1.2084850736741,1.63012722485341,2.10962580793526,1.54859024559823,2.14368353627203,2.76636052358262,2.0575642749227,2.7344903604742,3.44277845876891
-88.799,30.234,0.758716016100918,1.06046845738937,1.55124130981928,1.19462330671094,1.61856516958831,2.06367751282225,1.5244232726717,2.11528746510022,2.71452746764467,2.05159589555077,2.70682951644731,3.39158346985272
-88.74,30.234,0.73750584362128,1.03216569365648,1.52691760317649,1.18122824769176,1.5717877977616,2.03299444327633,1.50415268047226,2.08574830859473,2.68610818162224,2.03248429752641,2.68293389088291,3.39335227340605
-88.623,30.234,0.768668722487812,1.05689389344342,1.47480120433859,1.20659735647938,1.58194131155117,1.98975142540873,1.53419604851198,2.08156450605932,2.66888286662317,2.04956848961061,2.67731134987529,3.35677893278629
-88.564,30.234,0.752926883299908,1.0301703783844,1.44917035097639,1.1835507397519,1.56108318145275,1.96421887171074,1.52053301386572,2.07454887797018,2.60663172362809,2.03604256940546,2.65756455968956,3.30098965650188
-88.506,30.234,0.759711289508169,1.0242823309918,1.44649901711863,1.19371546030736,1.55062443615608,1.96201155557909,1.51183498346667,2.06108311107517,2.61744149709583,2.05046950515339,2.64852749936495,3.29583062439443
-88.154,30.234,0.711477274642232,0.970489058094756,1.39198295375819,1.14282094658332,1.50107584625053,1.90457358940762,1.46192333032334,2.02179739197136,2.56539862476839,1.98665018771544,2.60836020944932,3.23903068440409
-88.037,30.234,0.697423403476747,0.951688825925505,1.4322345148618,1.12434298186929,1.50299443813125,1.9413368558322,1.44377275768779,2.01885101478261,2.58204065511068,1.97250073513076,2.6058977313906,3.28184094994911
-87.979,30.234,0.6904840603251,0.966390484202396,1.43425911933976,1.11862191257151,1.51199427267293,1.93721739829059,1.45120994825315,2.0129786407668,2.57899466871066,1.96788375897882,2.61225362430218,3.26244101188757
-87.92,30.234,0.694997478798503,0.929990002322833,1.44430116114137,1.12591671678919,1.51305520751068,1.94327388146134,1.45927832557601,2.02792843317141,2.5929641337837,1.95602162225469,2.61351023321601,3.28443909667655
